loan_id,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income
oHG60nzi-mPRb,EDUCATION,C,18500,12.73,0,0.31
bXTbPmWH-DLTH,homeimprovement,A,1500,6.76,0,0.01
Abg5AEU4-tbUO,debtconsolidation,C,4800,14.65,0,0.1
r0gOJdBa-UQ3l,medical,A,12650,8.9,0,0.14
an7abNFN-9CHe,venture,A,15000,12.21,0,0.32
EjM8j5sn-FZGY,venture,B,5600,9.63,0,0.1
HPDmBXCS-x3d9,EDUCATION,D,4100,14.91,1,0.07
RyXbYXAJ-1rdv,PERSONAL,A,17625,7.49,0,0.15
O4IksAsw-DbvL,DEBTCONSOLIDATION,B,13000,11.14,1,0.36
iegNudeM-8dq4,venture,B,8000,10.59,0,0.12
WsbN9JKc-C6W8,VENTURE,C,9600,14.27,0,0.24
CGA7ZU6t-OzjA,DEBTCONSOLIDATION,B,1600,11.14,0,0.02
DrzJ9Xmi-IBMN,PERSONAL,B,22000,10.75,0,0.14
LuTrnTDJ-Kkcr,EDUCATION,D,10000,15.37,0,0.13
047e829O-Ujl5,EDUCATION,E,2500,15.68,1,0.07
GoixrHQv-KY16,HOMEIMPROVEMENT,C,21000,13.92,0,0.25
wFtbqlUY-YGAp,PERSONAL,B,10000,12.42,0,0.15
QHQUERFA-PufL,debtconsolidation,D,20000,14.11,1,0.37
MguTBs1o-kyOQ,EDUCATION,C,4000,,0,0.09
XcjYp1IB-uy1w,EDUCATION,B,20000,12.53,0,0.12
nIyR76Og-cvLG,medical,C,1000,14.79,0,0.03
ZLpvAUsK-Pzj7,VENTURE,B,18200,10.99,1,0.31
44xu6kse-i4KX,MEDICAL,A,10375,6.62,0,0.13
TOjH7xOi-mTBW,MEDICAL,C,9000,10.59,1,0.35
6nTmnbb2-4EOH,VENTURE,C,7000,12.87,0,0.11
yyQQfApu-YJoM,EDUCATION,A,4800,7.49,0,0.11
xKPqQ46U-GaeQ,VENTURE,B,15000,10.99,0,0.29
2tIducPL-TYmP,medical,B,950,,0,0.04
8KpZsoSP-1n4Y,homeimprovement,B,1875,,0,0.08
hHEfTYDe-InkI,VENTURE,C,2800,14.22,0,0.13
qqDZM4Gx-NY7x,education,B,7000,11.71,0,0.12
paj2M8Ao-JwuH,homeimprovement,B,17000,9.91,0,0.26
tLkf40md-OWsZ,EDUCATION,B,18000,13.11,1,
xEbkCaJg-w9kI,DEBTCONSOLIDATION,D,17200,17.49,1,0.22
goWXgEC0-M6BH,debtconsolidation,A,15000,5.99,0,0.12
0vCoxwna-ZGHQ,debtconsolidation,C,12000,12.87,0,0.25
DgO5B1Ee-t285,DEBTCONSOLIDATION,B,4000,10.99,1,0.22
tlPbjj68-2r6q,HOMEIMPROVEMENT,C,4500,13.49,0,0.04
pIWy2f30-KMFL,medical,A,13200,6.17,0,0.31
v1M4uXKZ-IJiJ,,D,8500,,0,0.3
Npb4iNpE-c3Qf,medical,A,11200,,1,0.31
kdAF1gQX-GdeQ,PERSONAL,B,3000,10.74,0,0.06
p1AmgvFG-6972,HOMEIMPROVEMENT,A,10800,7.51,1,0.24
FUXp3XI1-oZ7p,medical,D,25000,,1,0.26
N1x9bJ2W-Ixb3,VENTURE,A,3000,7.51,0,0.04
w3duu1le-Lb6S,venture,A,2000,7.4,0,0.05
bKWMcM4t-1yLc,personal,A,6000,8.9,0,0.2
JbW9lIsa-oNhR,DEBTCONSOLIDATION,C,5000,13.49,1,0.07
hNq9wGDA-A1wJ,EDUCATION,A,7000,,1,0.07
04w8PBiI-xHYT,venture,B,18000,9.91,0,0.35
a22e3nOe-Sajz,MEDICAL,A,12000,6.62,0,0.24
5B44AIgw-74yX,medical,B,5000,12.69,0,0.05
7Z2nLM3k-knQf,MEDICAL,B,2500,9.88,0,0.08
9kb6IdGa-TZvs,medical,A,6775,8.59,0,0.06
3d51ePPu-v42i,MEDICAL,C,3000,14.35,0,0.04
G7wrqtHY-7ISt,PERSONAL,D,3500,14.84,1,0.04
MKU0SEn0-fH4q,medical,B,14400,9.62,0,0.23
242SybOI-tr22,MEDICAL,B,4000,11.36,0,0.19
8jRJGcLE-S7kd,PERSONAL,B,2400,12.42,0,0.05
aD4lLEhf-2AGj,PERSONAL,D,5000,16.02,1,0.14
8PXGK9k8-0b52,HOMEIMPROVEMENT,C,5000,12.99,1,0.17
OISwrwFw-f3sJ,MEDICAL,A,7200,7.29,0,0.05
ucGTNohD-SkAj,EDUCATION,B,27525,10.74,0,0.34
OYIS32uM-3Ik1,debtconsolidation,B,7000,10.37,0,0.23
HdiLjFYf-8F32,DEBTCONSOLIDATION,A,2500,7.29,0,0.04
9ztDnOCb-ed5R,HOMEIMPROVEMENT,D,10000,,0,0.12
lGdCw51a-PCJh,,A,7000,,0,0.18
SruPUSGS-w8BW,medical,C,13200,13.49,0,0.19
OuGCZDO7-a08K,VENTURE,B,5000,10.59,0,0.1
CuCN1TWN-hEwo,venture,A,1600,,0,0.04
3Yywr3bk-3Orx,PERSONAL,A,8500,6.76,0,0.14
I3oiY7DM-gzDq,VENTURE,B,1500,11.89,0,0.03
vp8nragI-wMjO,VENTURE,B,24000,9.25,0,0.19
IRdzE2Pj-ddZY,HOMEIMPROVEMENT,E,10000,13.57,,0.16
1nU2Y9XA-rRvx,EDUCATION,B,2700,12.69,1,0.18
v95A8LyI-3rBJ,EDUCATION,D,8000,15.62,0,0.33
jH2BBWfZ-YvXD,personal,E,12000,7.49,0,0.21
Bb0J71n8-RG09,MEDICAL,A,12000,,0,0.1
KFxXubNh-1o2a,venture,C,9000,13.49,0,0.13
X0fTuCXB-7tRx,personal,B,20000,10.25,0,0.3
I5wnlhUu-hQHy,venture,A,3250,6.76,0,0.05
nxTPHyNi-Iiol,MEDICAL,F,15000,17.58,1,0.21
pZMj4h9T-YAI4,EDUCATION,A,11000,8.49,0,0.39
NTZ8W8ie-1Xrh,MEDICAL,B,9000,10.38,0,0.16
LNmMdXu7-cDLB,personal,C,1825,12.68,0,0.1
zXgHJN2m-rcA9,debtconsolidation,B,18200,10.83,1,0.4
34FW70gw-oIiw,medical,A,15000,6.03,0,0.13
m0Jx92BZ-zb6C,DEBTCONSOLIDATION,B,15000,11.89,1,0.2
xdCoQ94X-rUhG,VENTURE,A,2500,8.9,0,0.08
aS5v5O0c-7Eiw,HOMEIMPROVEMENT,B,7000,11.86,0,0.11
I8nk2dHq-vpYd,debtconsolidation,B,18000,10.59,0,0.22
p9cnorlL-Y6Xd,personal,C,12250,12.73,0,0.24
iFtRjzXk-UiwY,education,A,12000,7.51,0,0.16
HnTa3wr9-OoXk,HOMEIMPROVEMENT,A,7500,7.9,0,0.17
Zm1F2UDX-fR3H,venture,C,7500,13.72,0,0.07
QF7S9erB-ihiY,debtconsolidation,A,6000,7.51,0,0.11
E08FnraN-Yv3b,MEDICAL,B,1525,10.95,0,0.06
GhDl5ChM-AsPl,DEBTCONSOLIDATION,D,11200,15.62,1,0.19
NkPYbZTd-Q9As,DEBTCONSOLIDATION,A,12000,5.42,1,0.4
uhZvJrZM-x06h,DEBTCONSOLIDATION,B,12000,9.91,0,0.21
ppcT0kM2-xeaD,MEDICAL,B,15000,11.83,1,0.48
XdEJfeGm-Dk8S,VENTURE,C,3500,13.49,0,0.03
RRHINBdz-UIth,PERSONAL,A,15000,7.88,0,0.2
ysON9H5E-4dQT,HOMEIMPROVEMENT,B,9000,11.83,0,0.13
Ojg1O4s2-50sF,PERSONAL,E,15000,18.64,0,0.31
zjDDOb6s-fpcL,homeimprovement,E,10000,16.82,1,0.16
uxxTvMBz-vrAF,homeimprovement,D,15000,15.99,0,0.33
1aaAmg68-c1cX,medical,B,12000,11.49,0,0.16
JrkX4JXb-vOlK,VENTURE,A,10000,6.03,0,0.06
NUHQdYYk-1ml8,PERSONAL,C,5300,14.65,0,0.12
U30nLfD2-Wqn2,DEBTCONSOLIDATION,D,10000,14.11,1,0.26
t5BlZCxO-TYfW,DEBTCONSOLIDATION,C,4000,13.48,0,0.14
365KyiiZ-IuUx,DEBTCONSOLIDATION,B,6500,11.89,0,0.16
JocKOp05-bKms,VENTURE,A,1000,,0,0.02
xtX9sP6T-Rnsw,education,A,13475,8.94,0,0.18
WihIP2Xa-Srtj,EDUCATION,A,4800,7.51,0,0.18
GcRy6FCN-EqC2,venture,F,5000,21.36,0,0.14
fkOKEmRh-dJoY,PERSONAL,D,25000,14.96,0,0.29
CWFxBtl4-evJd,PERSONAL,D,15000,,1,0.25
dBN5FY86-lpdD,DEBTCONSOLIDATION,A,10000,6.54,0,0.18
jlaApZXF-6OWx,DEBTCONSOLIDATION,D,35000,18.25,1,0.31
o3Y7Ii0G-1zMQ,education,A,9600,7.51,1,0.2
4kxDLWlc-mzNr,medical,D,5000,14.96,1,0.35
OrzZEUPZ-gUfj,MEDICAL,D,1000,14.91,1,0.08
A7gxCaBC-vg4A,MEDICAL,A,12000,6.54,0,0.21
JvgsmpDW-DDLe,debtconsolidation,C,3000,,0,0.05
AmZqG2ni-r8Rn,HOMEIMPROVEMENT,A,11650,6.62,0,0.12
zlADYQoB-0lOQ,EDUCATION,A,20000,7.88,0,0.33
OkZdf0JE-jCcC,PERSONAL,A,13000,8.94,0,0.14
KhzUt8Y1-3tZk,DEBTCONSOLIDATION,D,3250,16.32,1,0.17
EzaGflC7-oPxw,venture,A,4000,6.03,0,0.05
yZDUhTIQ-Pjwx,VENTURE,B,4000,10.75,0,0.13
KrLD2Ea8-ni1U,personal,A,10000,7.49,0,0.1
sMiioat2-Khq6,VENTURE,B,7500,10.96,0,0.12
z38yu8yB-uOWY,debtconsolidation,B,14400,9.91,0,0.25
0cZSwauK-5XSF,EDUCATION,A,7000,7.51,0,0.06
DK7tRoTB-57Kx,medical,C,9500,,0,0.13
GMJUW1D0-IJ6w,medical,B,13500,10.83,1,0.19
jjJvn3dT-6Up9,homeimprovement,C,2400,13.92,1,0.09
ki0kdADx-T9Jd,EDUCATION,A,2500,7.4,0,0.05
ZsdEBwFC-K4qf,PERSONAL,B,5000,12.69,0,0.04
4wgmEQwf-8tOH,VENTURE,A,15000,,0,0.28
uaEQYrGb-txt7,DEBTCONSOLIDATION,B,6000,10.99,0,0.11
Ym9QphHY-O3cQ,HOMEIMPROVEMENT,C,4550,13.57,0,0.04
YyG4sQA6-ZNhE,EDUCATION,A,6625,6.03,1,0.39
Up4Zv48N-2eeK,VENTURE,A,12000,9.91,0,0.19
fnwsxSPY-EHXg,MEDICAL,B,25000,,0,0.32
AnQAUOSF-Glbq,VENTURE,A,3250,6.39,0,0.09
KEAGaAFy-9WLB,personal,A,1000,6.76,0,0.01
8EwcsgMx-htCw,medical,A,11000,5.42,0,0.29
MHz0pf9K-oZxW,personal,A,14000,7.9,1,0.37
ESF6XdD1-ysZG,MEDICAL,D,20000,,1,0.2
XeADGQhw-jdCc,PERSONAL,F,10000,20.99,0,0.08
p3xDLa1M-ZX8p,MEDICAL,A,2800,7.51,1,0.1
5ps4JvrI-MO5D,DEBTCONSOLIDATION,C,6000,13.49,0,0.12
WmwHlRi6-jisG,venture,B,17000,11.26,0,0.23
tNRyhlf8-yAA9,homeimprovement,B,35000,11.99,1,0.44
zMizZoN6-MZSl,VENTURE,A,6000,8.0,0,0.26
NybAzyEy-vXbb,MEDICAL,A,7000,7.74,0,0.13
DwEmD38B-X5m7,EDUCATION,A,30000,7.9,0,0.25
eJhkhCPI-3aib,HOMEIMPROVEMENT,A,15000,6.92,0,0.29
nCHy8xEW-hGrB,VENTURE,B,16000,9.88,0,0.27
2iBoddbm-UfZn,VENTURE,A,4500,8.49,0,0.08
mGlk3Pog-GQQz,MEDICAL,B,8000,12.21,0,0.23
OC07CenG-d0y7,education,B,7000,9.99,0,0.19
ikkkdmv7-hsZw,MEDICAL,A,8000,7.51,0,0.07
10WfN8Wo-QYp1,debtconsolidation,E,6400,16.0,1,0.21
cjR9HoWB-Dvmq,medical,B,3000,9.25,0,0.07
gh2BdoYD-1pWz,HOMEIMPROVEMENT,B,1500,9.62,1,0.03
E2EF06EH-Ngiv,EDUCATION,B,12800,10.65,0,0.25
xcUIUfIq-8XPU,education,A,7200,8.9,0,0.19
twQsICyk-UdaY,MEDICAL,A,4800,6.76,1,0.34
wn8MZFmI-AcWl,personal,,10000,7.9,0,0.07
djDr0n10-AxHt,personal,D,2500,15.7,1,0.13
sAYPkBAT-3atv,EDUCATION,,2700,11.86,0,0.02
LKtq7jJB-yD45,PERSONAL,B,2400,8.88,0,0.07
GLZZiXqO-nRUo,education,B,11975,9.99,1,0.4
FNIFdXX9-xxTH,education,A,6300,7.51,0,0.14
PG56IXf4-0WSf,HOMEIMPROVEMENT,A,4000,7.66,0,0.03
kEFSUkuI-ZMha,VENTURE,A,8000,6.92,0,0.15
fc0wZnlA-Ga4z,EDUCATION,A,12000,6.92,0,0.13
6JoMU913-wbqb,HOMEIMPROVEMENT,C,25000,12.53,0,0.11
YeeRdyiU-zeKA,EDUCATION,C,6000,13.8,0,0.21
ssqFNXA8-LTU5,DEBTCONSOLIDATION,A,3600,7.9,0,0.07
vBCuoXp2-m1bX,homeimprovement,B,9000,,1,0.11
FeZpsqKf-MlqD,VENTURE,A,13500,7.29,0,0.18
NUTXZ1AX-zAuB,VENTURE,B,1925,,0,0.07
QKQ4WwyH-D2MT,VENTURE,B,14000,11.36,0,0.18
bMeloPRi-2R05,debtconsolidation,B,2400,11.48,0,0.07
j2wI6ab6-pFhx,EDUCATION,A,14125,6.99,0,0.51
HJg7CwGP-p9yL,DEBTCONSOLIDATION,A,13000,7.88,1,0.43
CG6ofJFK-fuMu,DEBTCONSOLIDATION,A,8000,5.79,0,0.15
bQkw1NeQ-meKR,debtconsolidation,D,10000,14.09,1,0.14
pN01QLMY-n3wj,debtconsolidation,A,10000,,0,0.1
pIXckpkt-r1oH,VENTURE,D,15000,15.05,0,0.16
HrBa220L-RQj9,medical,C,4000,13.98,0,0.07
kCNMhtLg-FP5Q,personal,B,3450,11.99,0,0.08
FsSJG8k9-nK1G,venture,A,6200,8.9,0,0.1
c62yg7Fd-JGh0,VENTURE,B,20000,11.14,0,0.18
eJbHDQDE-I2QY,EDUCATION,C,4500,13.16,0,0.08
dsmJpZcG-Gpuz,personal,A,15625,8.9,0,0.35
9WPie9vb-CwlH,medical,B,20000,,0,0.33
gn4soDpq-ljlf,venture,B,7200,11.71,0,0.14
QxR90hJr-ocZ2,education,B,11300,12.69,0,0.31
AFx38R83-qmKI,medical,D,25000,16.0,1,0.29
79xuTToh-8GX6,DEBTCONSOLIDATION,B,6000,,,0.24
vZUr6gvF-m7BY,EDUCATION,A,11000,7.49,0,0.1
FAdZK3Zt-LHcp,MEDICAL,C,25000,13.11,1,0.5
W7Lj234a-D83d,venture,B,7000,10.62,1,0.31
T4D60g4k-szKU,VENTURE,A,3000,7.68,0,0.05
yOqrjR3B-37KO,MEDICAL,B,18000,10.0,0,0.26
uIZBleT3-wn09,VENTURE,A,12000,7.49,0,0.12
dNRSahMH-JERd,VENTURE,A,4000,7.14,0,0.02
G68LFKTf-ZuUH,medical,A,2000,5.79,0,0.05
l9hMM4iY-4AlE,VENTURE,F,5000,18.21,1,0.13
fYSsJ5g5-KNgU,venture,F,25000,18.43,1,0.52
bq9J2W8R-eGyu,DEBTCONSOLIDATION,B,9200,,0,0.18
tXG3NRfh-7Zh7,homeimprovement,A,,16.82,1,0.1
P1Dpxkx5-HOQ9,VENTURE,A,4800,5.42,0,0.05
zg9a5FZl-xDOQ,medical,C,3000,14.35,0,0.12
5KaHm4xF-JeB5,DEBTCONSOLIDATION,B,4000,10.38,0,0.11
chW5NeLP-JLsl,education,C,9500,12.84,0,0.12
H6UOXkim-f11S,education,B,12000,9.88,0,0.3
x9FqsK0l-oQkw,EDUCATION,B,10000,,0,0.18
DpDJy1dp-k8rw,PERSONAL,A,2800,8.9,1,0.06
eKLuDEvh-anFf,HOMEIMPROVEMENT,B,25000,10.36,0,0.31
IgIMD75I-sFXq,EDUCATION,B,10000,9.91,0,0.29
IlM6lhiv-azl3,personal,A,8000,7.37,1,0.14
FfKTN6RA-LpGr,MEDICAL,A,6500,,0,0.17
HiLuPwZU-lYSP,education,D,10000,13.8,0,0.05
K61rQ8oj-PR0t,PERSONAL,B,5000,,1,0.08
fxd4Gwuo-I9X1,PERSONAL,B,2000,11.49,0,0.04
vkB30aBM-IGAr,VENTURE,B,5000,10.65,0,0.2
xeEJ4H1O-SHpK,EDUCATION,A,3600,7.14,0,0.06
87uE4x9e-7NqI,personal,B,8000,10.59,0,0.17
pHalaEQc-xSMa,HOMEIMPROVEMENT,A,14000,7.51,0,0.2
7Ddc2LzG-NU3x,VENTURE,A,20000,6.91,0,0.14
cUYMnyNd-OxD9,personal,C,6600,12.61,0,0.13
n4o2Awxk-9tre,EDUCATION,C,10000,12.73,0,0.06
ivJPdAAj-GdcI,MEDICAL,B,5000,11.99,0,0.13
7Sn0Kzlf-ubKS,VENTURE,B,25000,10.62,0,0.36
ABZoL8yb-Rqex,EDUCATION,B,35000,9.63,0,0.37
ZCK1zwAF-prIi,debtconsolidation,A,20000,7.51,0,0.17
FeCgSvYn-ovmJ,EDUCATION,E,7725,13.75,1,0.14
jgWhZaoz-tn6J,education,B,2500,9.76,0,0.07
F9ZmrBXG-9vGN,EDUCATION,B,5600,11.49,0,0.16
p8Z9zeuO-BQT0,personal,C,5000,13.92,0,0.04
Fn8ZoQo7-uJ56,DEBTCONSOLIDATION,F,16000,19.41,1,0.22
0uvTHcPa-UdeC,education,A,15000,,0,0.18
DwLJuOqh-Or9G,EDUCATION,C,10000,13.48,0,0.07
ekfxxks2-A5cg,VENTURE,A,15000,,0,0.12
nkAcTEdu-keYA,education,A,10000,5.99,0,0.28
DabbE9Db-vGuk,PERSONAL,B,5500,11.49,0,0.16
OjXEUsaB-SNIL,medical,A,5000,7.68,0,0.18
a5pjb16y-2xOc,PERSONAL,A,6800,5.79,0,0.15
KiNxsvv5-WF9d,EDUCATION,B,18000,12.42,0,0.2
g7a8tTlr-wXF2,DEBTCONSOLIDATION,D,7000,14.09,0,0.13
cldDJC0y-Wbxm,education,A,8000,,0,0.15
4GHdraaH-EwKe,MEDICAL,A,7000,6.91,0,0.19
LT82A3Ne-zYgW,homeimprovement,C,1500,13.11,0,0.03
ORxEuWr8-t48S,EDUCATION,B,18000,11.48,0,0.2
4cIaq6sA-bqke,DEBTCONSOLIDATION,C,4800,13.49,0,0.07
fw1zHvu9-sIk7,EDUCATION,A,1500,5.42,0,0.08
Gc0HnJkW-Nu2K,DEBTCONSOLIDATION,B,8875,10.74,1,0.39
Cogy1wft-lpyq,venture,A,4000,7.75,0,0.17
UvxD8A2x-SPSG,medical,C,5000,13.47,0,0.08
RFZdfSLy-TUtJ,education,,14000,10.37,1,0.27
XSGG5Gd6-BkS1,personal,E,4800,16.95,1,0.32
bG5H4H9Q-alJX,VENTURE,B,10000,9.91,0,0.09
2rwF72RY-hAXz,MEDICAL,A,12000,9.63,0,0.16
m2Qa9WpE-3BuM,EDUCATION,A,14400,8.49,0,0.17
xenCX7ZE-hJD1,EDUCATION,A,9225,5.99,0,0.15
Gu8dnjAq-6S1M,PERSONAL,C,8500,13.57,1,0.42
XpEjODBT-P5Qg,HOMEIMPROVEMENT,C,7000,12.98,0,0.07
0xOlqW5J-QCOA,VENTURE,D,9100,15.37,0,0.24
4jNM3qq3-1Ncs,HOMEIMPROVEMENT,A,4000,8.49,0,0.03
BXqaRsoK-G4OM,MEDICAL,A,14500,7.49,0,0.12
HbxfyrHF-EfoS,homeimprovement,A,2500,7.4,0,0.05
FpkTy62X-YCY4,HOMEIMPROVEMENT,C,4000,12.73,1,0.1
QPbEkS5N-W63Z,personal,B,2000,10.36,0,0.08
NlC3TG2O-7zxH,medical,A,1500,6.54,0,0.02
liTKYQ7I-0SNj,debtconsolidation,A,9000,7.51,0,0.3
Fyh7NLx7-2kBK,homeimprovement,A,5275,8.07,0,0.1
CfbFus7k-1gYG,venture,C,7200,13.61,0,0.1
AyGr6eCP-llq0,MEDICAL,C,5000,13.22,0,0.13
CFiUKt5b-lM4Q,HOMEIMPROVEMENT,A,2500,6.76,0,0.05
KPAOccta-M7OE,homeimprovement,A,8000,6.62,0,0.12
2WZDEodq-F6wx,PERSONAL,B,5200,9.99,0,0.08
D28wiyFb-Rpxo,EDUCATION,A,3600,7.37,0,0.06
6j7d46fx-smRF,VENTURE,A,5000,7.9,0,0.08
X75IPvzb-zEnl,education,E,5000,16.45,1,0.2
bu0iZDpc-YUjx,debtconsolidation,E,24000,19.69,1,0.27
nOpZNXXy-R3xG,HOMEIMPROVEMENT,D,1750,15.31,0,0.12
IPjspgJL-qSZf,PERSONAL,A,8000,7.66,0,0.13
HRm0S88M-dsPG,MEDICAL,A,5000,6.92,0,0.08
0qDeGxed-OfHH,education,C,2500,14.35,0,0.12
JwTBmAOI-E4z4,MEDICAL,B,20000,11.48,0,0.53
eZU8jR47-JYbh,PERSONAL,A,8000,5.42,0,0.36
jFtxAec9-OsRK,DEBTCONSOLIDATION,A,5500,7.88,1,0.36
GBhA6Pan-HKnW,education,B,25000,10.99,1,0.51
81uzOTw4-xOdb,MEDICAL,B,4000,11.11,0,0.16
02c2DSRR-ydhL,debtconsolidation,A,3500,6.62,0,0.05
zQ4KwPEP-rC18,homeimprovement,C,9600,14.27,1,0.4
77cv4bYh-GN0x,PERSONAL,B,13000,11.71,0,0.11
Tz1bB9Mp-gqJy,debtconsolidation,D,20000,15.65,1,0.39
zAcAPCpF-cJUi,EDUCATION,C,2000,13.92,0,0.04
lwsqzojw-yEc9,VENTURE,B,9000,11.58,0,0.15
sqPviogM-6js2,personal,B,16000,11.99,0,0.15
Dvfl8eFj-9O2N,medical,B,9600,12.18,0,0.21
YYg378xU-gtqK,VENTURE,B,5000,10.38,0,0.08
Yvkm0sJ9-BSpk,MEDICAL,C,2000,13.49,0,0.04
KaImhxvB-izjg,personal,A,8000,7.9,0,0.24
1bGzlNIY-qsrq,homeimprovement,B,15000,9.88,0,0.25
XPEoaEtP-ZnHO,MEDICAL,A,15000,6.91,0,0.18
aL2QUHkB-ILQx,HOMEIMPROVEMENT,,12000,9.63,,0.16
GzpekRjx-xQPj,MEDICAL,C,7500,13.79,0,0.13
PUaGvDkw-s4T1,debtconsolidation,D,5000,13.67,1,0.13
LZWQ0zAi-K2v1,debtconsolidation,C,4000,13.43,0,0.19
dT22Wpbs-WbDr,MEDICAL,A,9200,5.79,0,0.08
u2kCYoc0-Rfuo,MEDICAL,D,3600,14.11,1,0.12
f8K09OA0-zthv,MEDICAL,B,3500,12.53,0,0.08
k8ayhU7x-MXDe,DEBTCONSOLIDATION,C,4000,,0,0.09
JEJiWeAb-DvAI,debtconsolidation,D,,13.48,0,0.48
vwmXqRlO-mDhS,VENTURE,B,3000,11.11,0,0.07
JaaKBBiJ-9hTJ,VENTURE,A,2000,7.9,0,0.03
neByrJ6h-HOSp,homeimprovement,B,20000,11.12,1,0.32
uyxUZLm7-Xkqy,education,B,5000,10.59,0,0.1
B9Htto9B-9ypU,personal,B,6000,11.14,0,0.13
rQ5ECZYf-Q9J1,medical,B,12000,11.83,0,0.1
u4uChgOd-Yk5T,homeimprovement,C,4000,12.99,1,0.11
kYOSC3YJ-eKvD,personal,C,6000,12.98,0,0.11
for77cn4-vd8z,homeimprovement,C,4500,13.43,0,0.07
mPhCe2PJ-ZBO0,HOMEIMPROVEMENT,A,7800,,0,0.1
ZY73LS7D-Roz4,debtconsolidation,D,4500,14.59,1,0.13
qxDsU9Gv-RruM,PERSONAL,A,15000,7.9,0,0.3
2Omv7JWR-yoR9,DEBTCONSOLIDATION,A,6000,7.68,0,0.13
MAqD0U8G-6ETe,DEBTCONSOLIDATION,B,8000,12.21,0,0.11
ZH6QrmwY-xQ31,PERSONAL,B,4000,10.59,0,0.07
fjfUzsii-roTY,personal,C,4800,13.06,0,0.11
hIA7KXDR-aPeg,DEBTCONSOLIDATION,B,10000,,0,0.2
s7CqgzvD-Hhgn,venture,B,8500,11.89,0,0.13
7UnXaEfs-WFYo,medical,B,2900,9.62,1,0.04
ka6jDOZj-RxMv,debtconsolidation,A,5600,8.0,0,0.22
EeoA8CSd-xrRR,DEBTCONSOLIDATION,C,15000,12.99,0,0.16
GXBK5U5v-De5v,HOMEIMPROVEMENT,E,5000,16.35,0,0.06
JRGECnxN-IQ8l,DEBTCONSOLIDATION,B,4000,10.62,0,0.05
q8KyqMZB-SlYQ,DEBTCONSOLIDATION,A,25000,7.9,0,0.21
FUZWAk8A-UUSw,VENTURE,B,1000,7.29,0,0.06
9EEfxncl-EQdK,personal,B,20000,11.11,0,0.17
eHkofvzU-EFzX,DEBTCONSOLIDATION,C,6000,12.73,0,0.1
gSBt0dQS-rAMT,HOMEIMPROVEMENT,E,5000,18.79,1,0.13
c1Qm6ess-nWjq,education,B,2600,9.25,0,0.04
r5yP87Ck-mMip,EDUCATION,B,2000,11.71,1,0.07
2UPH3Cpa-8F6i,DEBTCONSOLIDATION,D,15000,14.83,1,0.27
xcTywJAj-SA3S,DEBTCONSOLIDATION,C,3075,15.23,0,0.09
3TE6JRze-8qLd,venture,B,9000,11.49,0,0.03
slfuGcsX-FPW2,medical,B,5000,10.59,0,0.1
WS37Hfdc-Kc8w,education,A,2500,6.39,0,0.03
FFlCHmne-MvJF,DEBTCONSOLIDATION,A,3000,8.49,0,0.09
krngdCuJ-0LAw,venture,A,10000,5.99,0,0.08
6gehvI5J-hj6N,homeimprovement,C,4750,12.73,0,0.18
hTFlxzoN-iUC3,PERSONAL,A,12375,7.51,0,0.29
jEDbJAf5-YtMo,medical,C,6000,12.99,0,0.19
pOlsKTfY-vvQA,venture,B,11000,11.49,0,0.16
u3oWumoy-Amvi,HOMEIMPROVEMENT,E,5000,17.51,0,0.05
niPxpF9g-xWbP,DEBTCONSOLIDATION,C,2100,14.72,0,0.06
KMFRK5Fa-28pX,VENTURE,B,1800,9.25,0,0.02
mjHxuIGA-CXRy,HOMEIMPROVEMENT,B,15000,11.71,0,0.2
cgoO87iK-tJoy,DEBTCONSOLIDATION,B,5700,9.99,0,0.11
zmbN55Qg-hvS0,personal,A,10000,5.79,0,0.29
5YsRz44W-u8P5,venture,A,,7.05,0,0.07
f5vauzIv-wd1v,education,B,6200,11.14,0,0.26
pam2LSBa-IHkA,personal,A,6000,7.14,0,0.07
ep5iFOKR-CSyz,MEDICAL,B,8000,10.37,0,0.09
smtudfMx-ckbS,venture,B,6000,9.91,0,0.1
ZLfdRKXl-aRpe,EDUCATION,A,8000,6.54,0,0.12
aQLJp545-WBe2,PERSONAL,B,8500,11.58,0,0.09
Xv1oeB8m-DxF3,DEBTCONSOLIDATION,D,11175,14.96,1,0.33
8xHE8ZpE-3SeX,EDUCATION,,25000,,1,0.36
cwI7pToa-Hc8f,PERSONAL,A,10000,7.51,0,0.14
XqGa4BKn-WWe1,personal,A,7200,9.38,0,0.16
PuXJFeMR-I8Sg,education,B,15000,11.58,0,0.12
eu5Zj3wK-BcdG,homeimprovement,D,6500,15.95,1,0.18
Ow7jD3br-etcF,medical,B,6000,10.65,0,0.12
uaexmyBj-kLNN,homeimprovement,A,15000,7.49,0,0.17
FDJjHyYC-mmTD,MEDICAL,A,14400,9.32,0,0.17
TuUEuIei-tFv4,HOMEIMPROVEMENT,B,3000,10.59,0,0.06
woCFzgQf-NWX5,debtconsolidation,B,14400,10.95,0,0.18
BB5ADXDD-jmBA,personal,A,12000,8.9,0,0.28
iXnKvnbt-y4h9,venture,B,15800,11.14,0,0.16
nh5QjRY4-emlO,EDUCATION,B,7500,12.69,0,0.12
mPPEkgRb-uqfY,EDUCATION,C,7500,13.99,0,0.09
